CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,GeneratedReview,CustomerSentimentScore,PersonaTag,Churn,llm_sentiment
bf325fc,26,Other,Paris,Silver,15,300.0,Electronics,2024-02-10,0.05,7.1,45,Yes,Found some good deals on gadgets.,0.55,Occasional Shopper,0,4
1742760,53,Female,Sydney,Gold,70,2000.0,Home Goods,2024-03-14,0.09,16.0,72,Yes,Reliable source for quality home items.,0.87,Loyal,0,4
cca1ede,37,Male,Berlin,Bronze,4,60.0,Sports,2023-10-01,0.02,2.5,12,No,Site glitches prevented me from ordering more.,-0.35,Disengaged,1,2
448e63b,41,Female,Toronto,Silver,28,500.0,Books,2024-01-10,0.07,11.2,58,Yes,Enjoy browsing the book selection.,0.75,Occasional Shopper,0,4
61a18b3,34,Male,Mumbai,Bronze,0,0.0,,2023-01-01,0.01,0.1,1,No,Never engaged with the platform.,-0.45,Disengaged,1,3
6d5b9bf,62,Other,New York,Gold,95,2800.5,Clothing,2024-03-18,0.11,19.5,88,Yes,Consistently happy with my purchases.,0.94,Loyal,0,5
e42b12c,20,Female,London,Bronze,1,15.0,Beauty,2023-02-10,0.01,0.6,6,No,Wasn't what I expected.,-0.55,New Customer,1,2
56987c7,47,Male,Tokyo,Silver,35,650.0,Groceries,2024-02-20,0.08,12.8,65,Yes,Convenient for certain grocery items.,0.7,Occasional Shopper,0,4
3e8228d,59,Female,Paris,Platinum,170,7200.0,Electronics,2024-03-17,0.12,26.0,97,Yes,The best place for high-end electronics.,0.99,Loyal,0,5
8e4438e,36,Male,Sydney,Bronze,3,50.0,Sports,2023-08-01,0.02,1.5,10,No,Found better deals elsewhere.,-0.3,Bargain Hunter,1,2
31fe225,23,Other,Berlin,Bronze,0,0.0,,2022-09-01,0.005,0.05,0,No,Account seems inactive.,-0.1,Disengaged,1,3
288c3d9,45,Female,New York,Gold,35,1550.75,Electronics,2023-10-20,0.15,12.5,75,True,"Great service and products, always my go-to!",0.9,Loyal,0,5
a167144,32,Male,Los Angeles,Silver,18,450.3,Clothing,2023-09-15,0.08,6.2,40,False,"Items were okay, nothing special.",0.5,Explorer,0,3
8871e81,58,Female,Chicago,Platinum,62,3800.5,Home Goods,2023-11-01,0.22,18.8,90,True,Exceptional quality and support!,0.95,Loyal,0,5
8b055e8,25,Male,Houston,Bronze,5,85.6,Books,2023-08-20,0.04,3.1,20,False,"Product was fine, slow shipping.",0.4,Bargain Hunter,1,3
4198123,67,Female,Phoenix,Gold,48,2100.9,Groceries,2023-10-28,0.18,14.1,85,True,Dependable and convenient.,0.85,Loyal,0,4
c14a16f,39,Male,Philadelphia,Silver,12,300.0,Electronics,2023-07-10,0.06,5.5,35,True,"The item broke quickly, disappointing.",0.2,Dissatisfied,1,1
06b4356,50,Female,San Antonio,Bronze,8,150.75,Clothing,2023-06-05,0.03,2.9,15,False,Didn't find what I needed.,0.3,Price Sensitive,1,2
85a78b5,29,Male,San Diego,Gold,25,950.2,Sports,2023-10-25,0.12,9.8,60,True,Good range of products.,0.7,Frequent Buyer,0,4
320bde5,41,Female,Dallas,Silver,15,400.8,Jewelry,2023-09-01,0.07,6.8,50,False,The photo was misleading.,0.35,Dissatisfied,1,2
973d516,55,Male,San Jose,Platinum,75,4500.0,Technology,2023-10-30,0.25,20.5,95,True,Simply the best store online!,1.0,Enthusiast,0,5
d94eaa0,22,Female,Austin,Bronze,3,45.99,Beauty,2023-05-18,0.02,1.5,10,False,Never came back after first order.,0.1,New Customer (Lost),1,2
d06dff7,36,Male,Jacksonville,Silver,20,600.5,Automotive,2023-11-02,0.09,7.0,45,True,"Reliable parts, good prices.",0.75,Regular,0,4
910b5ee,49,Female,Indianapolis,Gold,40,1800.3,Furniture,2023-10-22,0.16,15.0,80,True,"Beautiful items, worth the price.",0.9,Loyal,0,5
425604c,63,Male,San Francisco,Platinum,55,3200.1,Wine,2023-10-29,0.2,17.5,88,False,Excellent selection and speedy delivery.,0.92,Connoisseur,0,5
78e8ea4,30,Female,Columbus,Bronze,7,120.0,Pet Supplies,2023-04-10,0.03,2.2,18,False,Service was okay but not great.,0.4,Occasional Buyer,1,3
72a44b5,47,Male,Fort Worth,Silver,10,250.7,Gardening,2023-07-25,0.05,4.0,30,False,The plant didn't survive.,0.25,Dissatisfied,1,2
b84e6f0,27,Female,Charlotte,Gold,30,1200.6,Apparel,2023-10-27,0.14,11.0,70,True,Always find something I love!,0.88,Fashionista,0,5
f4daec1,52,Male,Detroit,Bronze,6,90.5,Tools,2023-03-01,0.02,1.8,12,False,Tool broke after one use.,0.15,Unsatisfied,1,1
8c6016b,34,Female,El Paso,Silver,14,380.9,Books,2023-08-08,0.06,5.8,38,True,Book arrived damaged.,0.3,Unhappy,1,1
2ed04ab,60,Male,Seattle,Platinum,68,4100.7,Outdoor Gear,2023-11-03,0.23,19.5,93,True,High-quality gear for every adventure.,0.96,Adventurer,0,5
09a4e56,23,Male,Denver,Bronze,4,70.0,Video Games,2023-05-29,0.04,3.5,25,True,Site glitches were annoying.,0.3,Frustrated,1,2
a43572b,43,Female,Washington D.C.,Gold,38,1650.4,Art Supplies,2023-10-18,0.17,13.0,78,False,"Great place for supplies, delivery is fast.",0.89,Creative,0,5
0308bfd,57,Male,Boston,Silver,16,480.0,Coffee,2023-09-20,0.08,6.5,42,False,Coffee was fresh and aromatic.,0.78,Regular,0,4
051358c,31,Female,Nashville,Bronze,9,180.2,Music,2023-06-15,0.05,4.8,30,True,Limited selection in my genre.,0.4,Occasional Buyer,1,2
b994e7c,65,Male,El Paso,Platinum,50,2900.8,Electronics,2023-10-31,0.21,18.0,90,True,Always find the latest tech here.,0.94,Tech Enthusiast,0,4
5d3906b,28,Female,Portland,Silver,11,280.5,Fitness,2023-08-12,0.07,5.2,33,True,Found what I needed eventually.,0.6,Pragmatist,0,3
5d18139,51,Male,Las Vegas,Bronze,5,60.0,Souvenirs,2023-02-20,0.01,1.2,8,False,Poor quality item received.,0.1,Dissatisfied,1,1
5b91127,40,Female,Oklahoma City,Gold,33,1400.9,Home Decor,2023-10-26,0.13,10.5,72,False,Beautiful items for the home.,0.87,Home Improver,0,5
50227b6,35,Male,Milwaukee,Silver,13,350.0,Pet Supplies,2023-07-01,0.05,4.5,31,True,My dog liked the toys.,0.65,Pet Owner,0,4
9dfa245,46,Female,Baltimore,Bronze,7,100.0,Crafts,2023-04-05,0.03,2.0,15,False,Hard to find specific items.,0.35,Hobbyist (Lost),1,2
2583cc6,45,Male,New York,Gold,55,2100.5,Clothing,2023-11-20,0.25,35.2,High,Yes,Love the products and service. Highly recommend!,0.9,Loyal,0,5
ee3c258,30,Female,Los Angeles,Silver,12,350.75,Electronics,2023-12-01,0.18,22.5,Medium,Yes,"Good shopping experience, found what I needed.",0.7,Engaged,0,4
658c834,62,Male,Chicago,Platinum,85,5800.0,Home Goods,2024-01-05,0.32,45.8,High,No,Excellent selection and fast delivery.,1.0,Loyal,0,5
ed3beee,24,Female,Houston,Bronze,3,55.2,Beauty,2023-10-15,0.08,8.1,Low,Yes,Okay first purchase.,0.6,New Customer,0,3
87bfde1,50,Male,Phoenix,Gold,40,1500.9,Books,2023-11-28,0.28,30.1,High,No,"Reliable service, always find great books.",0.95,Loyal,0,4
073f3d6,38,Female,New York,Silver,22,780.3,Clothing,2024-01-10,0.21,28.9,Medium,Yes,Satisfied with my recent orders.,0.8,Engaged,0,4
c3f3121,70,Male,Los Angeles,Platinum,110,7500.0,Electronics,2023-12-18,0.4,55.0,High,Yes,Best online retailer for electronics!,1.0,Loyal,0,5
15fa2cf,29,Female,Chicago,Bronze,7,120.5,Beauty,2023-09-25,0.07,10.2,Low,Yes,"Product was fine, website is a bit confusing.",0.5,Browsing,0,3
1b6ff12,41,Male,Houston,Gold,35,1300.0,Home Goods,2024-01-02,0.29,38.5,High,No,Consistent quality and good prices.,0.9,Loyal,0,4
7d74683,55,Female,Phoenix,Silver,18,650.7,Books,2023-12-22,0.2,25.3,Medium,Yes,Happy with my purchases so far.,0.75,Engaged,0,4
6c2126f,33,Male,New York,Bronze,2,35.0,Clothing,2022-05-10,0.03,5.5,Low,No,Haven't visited in a while.,0.4,Inactive,1,3
24de7d4,49,Female,Los Angeles,Silver,8,200.0,Electronics,2022-08-15,0.05,7.8,Low,Yes,"Not what I expected, stopped using the site.",0.3,Dissatisfied Churner,1,1
b858efd,22,Male,Chicago,Bronze,1,15.0,Books,2021-11-01,0.01,2.1,Low,No,"One-time purchase, didn't come back.",0.5,Passive Churner,1,2
a653976,67,Female,Houston,Gold,30,1200.0,Home Goods,2022-03-20,0.06,9.5,Medium,No,Was a loyal customer but found better options elsewhere.,0.4,Dissatisfied Churner,1,2
b5ad8d1,35,Male,Phoenix,Bronze,5,80.5,Beauty,2022-10-10,0.02,4.3,Low,Yes,Didn't really find products I liked.,0.35,Inactive,1,2
e1be5a8,42,Female,New York,Silver,15,450.0,Clothing,2022-07-01,0.04,6.7,Low,No,Site experience wasn't great.,0.2,Dissatisfied Churner,1,2
217a986,58,Male,Los Angeles,Platinum,50,4000.0,Electronics,2022-01-05,0.07,11.2,Medium,Yes,"Used to buy here often, not anymore.",0.45,Inactive,1,2
1d34227,27,Female,Chicago,Bronze,4,60.0,Books,2021-12-18,0.02,3.5,Low,No,Found another store.,0.3,Passive Churner,1,2
36e6037,53,Male,Houston,Gold,25,950.0,Home Goods,2022-06-01,0.05,8.8,Low,Yes,Prices weren't competitive anymore.,0.4,Dissatisfied Churner,1,2
df7b5a4,31,Female,Phoenix,Silver,10,300.0,Beauty,2022-09-05,0.03,5.1,Low,No,Lost interest in their products.,0.3,Inactive,1,2
e31c181,48,Male,New York,Gold,60,2500.0,Clothing,2024-01-15,0.3,40.1,High,Yes,"Very satisfied, easy to find what I need.",0.92,Loyal,0,5
cf45ad0,26,Female,Los Angeles,Silver,9,250.0,Electronics,2023-12-05,0.15,19.7,Medium,No,"Okay, sometimes slow delivery.",0.65,Engaged,0,3
d2654bd,65,Male,Chicago,Platinum,95,6200.0,Home Goods,2024-01-08,0.38,50.3,High,Yes,Consistently high quality products.,0.98,Loyal,0,4
8a6ac46,39,Female,Houston,Bronze,6,100.0,Beauty,2023-10-20,0.09,12.5,Low,Yes,Found some good deals.,0.7,Bargain Hunter,0,4
1849c92,59,Male,Phoenix,Gold,45,1800.0,Books,2023-11-15,0.26,33.0,High,No,My go-to for all my reading needs.,0.93,Loyal,0,5
ef3fab2,34,Female,New York,Bronze,3,40.0,Clothing,2022-04-01,0.02,4.8,Low,No,Didn't find anything appealing after initial look.,0.3,Passive Churner,1,2
ff14484,47,Male,Los Angeles,Silver,11,280.0,Electronics,2022-11-20,0.04,6.2,Low,Yes,Website navigation was difficult.,0.25,Dissatisfied Churner,1,2
356e81c,21,Female,Chicago,Bronze,1,20.0,Beauty,2021-09-10,0.01,1.5,Low,No,"Bought one item, never came back.",0.4,Passive Churner,1,2
2da0d2b,60,Male,Houston,Gold,32,1100.0,Home Goods,2022-07-18,0.05,7.0,Low,Yes,"Used to be better, prices increased.",0.35,Dissatisfied Churner,1,2
79afe6d,36,Female,Phoenix,Silver,14,400.0,Books,2022-10-25,0.03,5.9,Low,No,Lost interest in the site.,0.3,Inactive,1,2
bcacd97,35,Female,New York,Gold,25,$1500.50,Electronics,2023-10-20,5.2,15.5,High,Clicked frequently,Excellent service and products! Very happy.,0.92,Loyal,0,5
dff3355,48,Male,Los Angeles,Silver,10,$500.00,Clothing,2023-09-15,3.1,8.2,Medium,Clicked occasionally,"Decent quality, but shipping was slow.",0.65,Occasional Shopper,0,3
fa2f45a,29,Other,Chicago,Bronze,3,$85.75,Beauty,2023-07-01,1.5,3.1,Low,No clicks,"Product was okay, nothing special.",0.45,Bargain Hunter,1,3
2ad2cbd,55,Female,Houston,Platinum,40,$5000.00,Home Goods,2023-11-01,7.8,25.0,High,Clicked frequently,"Always find what I need, top-notch!",0.98,Loyal,0,5
d0a3d14,22,Male,Phoenix,Bronze,1,$20.00,Electronics,2023-05-10,0.5,1.0,Low,No clicks,"Didn't like the item, won't shop again.",0.15,Impulsive Buyer,1,1
b707efb,41,Female,Philadelphia,Gold,18,$1200.00,Clothing,2023-10-28,6.0,18.7,High,Clicked occasionally,"Reliable site, good variety.",0.88,Loyal,0,4
01b407a,33,Male,San Antonio,Silver,7,$350.20,Home Goods,2023-08-20,2.9,7.5,Medium,Clicked rarely,"Average experience, expected better.",0.55,Occasional Shopper,1,3
8239cf4,60,Other,San Diego,Platinum,30,$3000.00,Beauty,2023-11-05,8.5,30.2,High,Clicked frequently,Premium products and great support.,0.95,Loyal,0,5
813e47a,27,Female,Dallas,Bronze,2,$55.50,Electronics,2023-06-15,1.2,2.5,Low,No clicks,Found cheaper elsewhere.,0.3,Bargain Hunter,1,2
68306a1,50,Male,San Jose,Gold,22,$1800.00,Clothing,2023-10-18,6.5,20.0,High,Clicked frequently,Satisfied with my purchases.,0.85,Loyal,0,4
62bbf6e,38,Female,Austin,Silver,9,$450.00,Home Goods,2023-09-01,3.5,9.0,Medium,Clicked occasionally,"Service was okay, slow delivery.",0.6,Occasional Shopper,0,3
51cd5af,45,Male,Jacksonville,Bronze,4,$100.00,Beauty,2023-07-25,1.8,4.0,Low,No clicks,Product quality was poor.,0.25,Occasional Shopper,1,1
2c39467,31,Other,Fort Worth,Gold,15,$1000.00,Electronics,2023-10-25,5.8,17.8,High,Clicked frequently,Smooth shopping experience.,0.9,Loyal,0,4
2902ef8,58,Female,Columbus,Platinum,35,$4000.00,Clothing,2023-11-10,8.0,28.5,High,Clicked frequently,Couldn't be happier with this store.,0.99,Loyal,0,5
871a9e1,24,Male,Charlotte,Bronze,1,$15.00,Home Goods,2023-04-01,0.8,1.5,Low,No clicks,Never used the site again after the first try.,0.1,Window Shopper,1,1
ef2fb96,49,Female,Indianapolis,Silver,8,$400.00,Beauty,2023-08-10,3.0,8.0,Medium,Clicked occasionally,Goods arrived damaged.,0.35,Occasional Shopper,1,1
bf87a60,36,Male,Seattle,Gold,20,$1600.00,Electronics,2023-10-30,6.2,19.0,High,Clicked frequently,My go-to for electronics.,0.91,Loyal,0,5
92ee88d,53,Other,Denver,Platinum,28,$2800.00,Clothing,2023-11-08,7.5,26.0,High,Clicked frequently,Highly recommend this membership.,0.96,Loyal,0,5
6cccc87,26,Female,Washington,Bronze,3,$70.00,Home Goods,2023-06-20,1.4,3.5,Low,No clicks,Expensive for the quality.,0.28,Bargain Hunter,1,2
e003adc,43,Male,Boston,Silver,11,$550.00,Beauty,2023-09-25,3.2,8.8,Medium,Clicked occasionally,"It was okay, nothing special.",0.5,Occasional Shopper,0,3
5089fce,30,Female,El Paso,Bronze,2,$60.00,Electronics,2023-05-20,1.0,2.0,Low,No clicks,Site was confusing to navigate.,0.2,Window Shopper,1,2
f601596,51,Male,Detroit,Gold,16,$1100.00,Clothing,2023-10-15,5.5,16.0,High,Clicked frequently,Good value for money.,0.89,Loyal,0,4
c35d477,39,Other,Nashville,Silver,6,$300.00,Home Goods,2023-08-05,2.7,7.0,Medium,Clicked rarely,Customer service was unhelpful.,0.4,Occasional Shopper,1,1
e6bdabe,62,Female,Portland,Platinum,32,$3500.00,Beauty,2023-11-12,8.2,29.0,High,Clicked frequently,Excellent range of products.,0.97,Loyal,0,4
c0c2ed7,23,Male,Las Vegas,Bronze,1,$30.00,Clothing,2023-04-15,0.7,1.2,Low,No clicks,"Impulse buy, didn't return.",0.32,Impulsive Buyer,1,3
4005e4b,47,Female,Memphis,Silver,7,$380.00,Electronics,2023-09-10,2.8,7.2,Medium,Clicked occasionally,Product failed quickly.,0.38,Occasional Shopper,1,1
0479b7f,34,Male,Louisville,Gold,19,$1400.00,Home Goods,2023-10-22,5.9,18.0,High,Clicked frequently,Satisfied repeat customer.,0.93,Loyal,0,5
f71a1dd,56,Other,Baltimore,Platinum,38,$4500.00,Clothing,2023-11-03,8.1,27.5,High,Clicked frequently,Best online shopping experience.,0.99,Loyal,0,5
70b3611,25,Female,Milwaukee,Bronze,2,$45.00,Beauty,2023-06-01,1.1,2.8,Low,No clicks,Price was too high for me.,0.29,Bargain Hunter,1,2
b15dcd8,40,Male,Albuquerque,Silver,5,$250.00,Electronics,2023-07-10,2.5,6.5,Medium,Clicked rarely,Website was buggy.,0.42,Occasional Shopper,1,1
6af0be0,45,Female,New York,Gold,25,1550.75,Electronics,2023-10-20,0.08,15.3,High,Clicked Ads,Great product selection and fast shipping!,0.9,Loyal,0,5
9c13282,58,Female,Chicago,Platinum,55,4120.99,Home Goods,2023-10-25,0.12,22.5,High,Clicked Ads,Absolutely love this store! Always find what I need.,1.0,Loyal,0,5
5e47cca,50,Male,San Diego,Platinum,30,2500.45,Clothing,2023-10-24,0.1,18.7,High,Clicked Ads,Premium items and excellent customer support!,1.0,Loyal,0,5
426e484,29,Female,Austin,Bronze,1,35.0,Beauty,2022-11-05,0.01,1.5,Low,No Ad Clicks,My single purchase wasn't great quality.,-0.7,Lapsed,1,1
1f7dda0,25,Male,Columbus,Bronze,4,120.0,Clothing,2023-02-15,0.03,4.0,Low,No Ad Clicks,Website navigation was confusing.,-0.5,Infrequent,1,2
94f6810,53,Female,Fort Worth,Gold,22,1150.7,Home Goods,2023-10-22,0.08,13.5,High,Clicked Ads,Love their home decor items!,0.9,Frequent Buyer,0,5
6dcd3c1,27,Male,Seattle,Bronze,2,50.0,Sports,2022-12-01,0.02,2.5,Low,No Ad Clicks,Product didn't meet expectations.,-0.8,Dissatisfied,1,2
4a8d441,42,Female,Denver,Gold,28,1800.6,Electronics,2023-10-23,0.09,16.8,High,Clicked Ads,Quick delivery and great product quality.,0.9,Loyal,0,5
acb006f,68,Female,Portland,Platinum,52,4500.7,Electronics,2023-10-26,0.12,23.0,High,Clicked Ads,Consistently excellent service and products.,1.0,Loyal,0,5
f2d6892,26,Male,Las Vegas,Bronze,1,40.0,Clothing,2022-10-15,0.01,1.8,Low,No Ad Clicks,Never came back after my first small order.,-0.4,Lapsed,1,1
3f9df63,47,Female,Oklahoma City,Gold,23,1400.5,Home Goods,2023-10-21,0.09,15.0,High,Clicked Ads,Found unique items for my house.,0.9,Frequent Buyer,0,4
28d3968,39,Male,Milwaukee,Silver,14,610.8,Books,2023-09-10,0.06,9.8,Medium,Clicked Ads,Good selection of niche books.,0.7,Engaged,0,4
fafeeb3,60,Female,Albuquerque,Platinum,40,3200.9,Beauty,2023-10-24,0.1,19.5,High,Clicked Ads,My go-to for high-quality beauty products.,1.0,Loyal,0,5
d38a858,30,Male,Tucson,Bronze,2,90.0,Sports,2023-01-25,0.02,2.3,Low,No Ad Clicks,Didn't find what I was looking for easily.,-0.5,Dissatisfied,1,2
70b8391,Female,Los Angeles,CA,Gold,35,1575.5,Electronics,2023-11-20,0.15,22.0,High,Yes,Positive feedback,5.0,Loyal,0,4
25ed9b4,Male,New York,NY,Bronze,2,85.0,Clothing,2022-07-10,0.02,3.0,Low,No,No review submitted,3.0,Dormant,1,3
943aa99,Female,Chicago,IL,Silver,18,670.2,Books,2023-10-05,0.08,15.0,Medium,Yes,Good experience overall,4.0,Casual Shopper,0,4
f26b15e,Male,Houston,TX,Platinum,50,3500.75,Home Goods,2023-12-18,0.2,35.0,High,Yes,Excellent service and products,5.0,Loyal,0,5
880d19d,Female,Phoenix,AZ,Bronze,0,0.0,,2021-01-15,0.01,1.0,Low,No,Never purchased,3.0,Dormant,1,3
81cd13f,Male,Los Angeles,CA,Silver,7,210.5,Beauty,2023-09-10,0.07,10.0,Medium,No,Satisfied with purchase,4.0,Casual Shopper,0,4
3df38da,Female,New York,NY,Bronze,1,45.0,Sports,2022-03-20,0.01,2.0,Low,No,Product was okay,3.0,Dormant,1,2
52086ed,Male,Chicago,IL,Gold,25,1120.0,Electronics,2023-11-30,0.18,28.0,High,Yes,Very happy with my order,5.0,Loyal,0,5
d16b052,Female,Houston,TX,Bronze,5,150.0,Clothing,2022-08-01,0.03,4.0,Low,No,Poor quality item,1.0,Bargain Hunter,1,1
945faa3,Male,Phoenix,AZ,Silver,12,480.0,Books,2023-12-01,0.09,12.0,Medium,Yes,Quick delivery,4.0,Casual Shopper,0,4
b487924,Female,Los Angeles,CA,Platinum,40,4200.0,Home Goods,2023-12-22,0.25,40.0,High,Yes,Consistently great experience,5.0,Loyal,0,5
186d702,Male,New York,NY,Bronze,0,0.0,,2022-05-19,0.005,0.0,Low,No,Inactive account,3.0,Dormant,1,3
069fd84,Female,Chicago,IL,Gold,28,1300.0,Beauty,2023-11-15,0.16,20.0,High,Yes,Love the selection,5.0,Loyal,0,5
af9507f,Male,Houston,TX,Bronze,3,90.0,Sports,2022-06-01,0.02,3.0,Low,No,Disappointed with customer service,2.0,Dormant,1,2
5032af1,Female,Phoenix,AZ,Silver,8,240.0,Electronics,2023-10-28,0.06,9.0,Medium,No,Item was as described,4.0,Casual Shopper,0,3
2b1ebfc,Male,Los Angeles,CA,Bronze,0,0.0,,2021-08-01,0.008,0.0,Low,No,No recent activity,3.0,Dormant,1,3
79c7fa6,Female,New York,NY,Gold,30,1450.0,Clothing,2023-12-10,0.19,30.0,High,Yes,Happy repeat customer,5.0,Loyal,0,4
e4f4191,Male,Chicago,IL,Silver,6,180.0,Books,2022-09-15,0.035,5.0,Low,No,Website was confusing,2.0,Dormant,1,2
e1f3456,Female,Houston,TX,Platinum,45,4800.0,Home Goods,2023-12-20,0.22,38.0,High,Yes,Best online shopping experience,5.0,Loyal,0,5
c3c1b1c,Male,Phoenix,AZ,Bronze,2,70.0,Beauty,2022-04-12,0.01,2.0,Low,No,Product didn't work,1.0,Bargain Hunter,1,1
3cd05d4,Female,Los Angeles,CA,Gold,32,1600.0,Sports,2023-11-01,0.17,25.0,High,Yes,Always find what I need,5.0,Loyal,0,4
f79b0d0,Male,New York,NY,Bronze,4,120.0,Electronics,2022-10-08,0.04,6.0,Low,No,Item arrived damaged,2.0,Dormant,1,1
3e287e6,Female,Chicago,IL,Silver,15,550.0,Clothing,2023-11-25,0.09,14.0,Medium,Yes,Good value for money,4.0,Casual Shopper,0,4
ccb791f,Male,Houston,TX,Bronze,0,0.0,,2021-05-05,0.006,0.0,Low,No,Account dormant for years,3.0,Dormant,1,3
3fd93ab,Female,Phoenix,AZ,Platinum,38,4000.0,Books,2023-12-15,0.21,33.0,High,Yes,Highly recommend this site,5.0,Loyal,0,5
dca5880,Male,Los Angeles,CA,Bronze,1,30.0,Home Goods,2022-11-11,0.025,4.0,Low,No,Not interested anymore,3.0,Dormant,1,3
b859f5f,Female,New York,NY,Gold,20,950.0,Beauty,2023-12-05,0.12,18.0,Medium,Yes,Pleased with my purchases,4.0,Loyal,0,4
dd960a9,Male,Chicago,IL,Bronze,3,100.0,Sports,2022-12-01,0.03,5.0,Low,No,Didn't like the product,1.0,Dormant,1,2
fc08fa2,Female,Houston,TX,Silver,10,350.0,Electronics,2023-10-18,0.075,11.0,Medium,No,Average shopping experience,3.0,Casual Shopper,0,3
24bb44e,Male,Phoenix,AZ,Bronze,0,0.0,,2021-03-25,0.007,0.0,Low,No,No activity for a long time,3.0,Dormant,1,3
7520767,45,Male,New York,Gold,78,1850.23,Electronics,2023-10-15,8.5%,35.0,8,Yes,Excellent service and products!,0.9,Loyal,0,5
1ac8d03,32,Female,Los Angeles,Silver,45,987.55,Apparel,2023-11-20,6.2%,22.0,7,No,Happy with my purchases.,0.7,Frequent Buyer,0,4
4fab429,58,Other,Chicago,Platinum,112,3500.1,Home Goods,2023-12-01,10.1%,48.0,9,Yes,Simply the best online store!,1.0,Loyal,0,5
a4ecadb,25,Female,Houston,Bronze,10,150.7,Books,2023-09-05,4.5%,15.0,4,No,"Good variety, website could be faster.",0.4,New Customer,0,4
f3cc286,51,Male,Phoenix,Gold,65,1560.9,Beauty,2023-11-11,7.8%,30.0,8,Yes,Reliable and fast shipping.,0.8,Engaged,0,4
37bb15e,39,Female,San Antonio,Silver,30,650.3,Groceries,2023-10-28,5.9%,18.0,6,No,Satisfied with recent orders.,0.6,Frequent Buyer,0,4
6c9e713,67,Male,San Diego,Platinum,155,4800.5,Electronics,2023-12-10,11.5%,55.0,10,Yes,Unbeatable selection and quality.,1.0,Loyal,0,5
ed9a58e,29,Other,Dallas,Bronze,8,110.2,Apparel,2023-09-18,3.8%,12.0,3,No,"Okay experience, nothing special.",0.3,New Customer,0,3
6b0aa53,42,Female,San Jose,Gold,90,2100.75,Home Goods,2023-11-25,9.1%,38.0,8,Yes,Always find what I need.,0.9,Loyal,0,4
cd3f956,35,Male,Austin,Silver,50,1200.6,Books,2023-10-31,7.0%,25.0,7,No,Enjoy browsing their collection.,0.7,Engaged,0,4
d180844,48,Female,Jacksonville,Platinum,130,4100.8,Beauty,2023-12-05,10.8%,52.0,9,Yes,Premium products and service.,1.0,Loyal,0,4
7a8247b,22,Male,Fort Worth,Bronze,15,280.45,Groceries,2023-10-02,5.0%,16.0,5,No,"Decent, but prices can be high.",0.5,Explorer,0,2
258745f,55,Other,Columbus,Gold,85,1950.3,Electronics,2023-11-18,8.8%,36.0,8,Yes,Consistently good service.,0.9,Loyal,0,4
13335eb,37,Female,Charlotte,Silver,48,1050.7,Apparel,2023-10-22,6.5%,24.0,7,No,Happy repeat customer.,0.7,Frequent Buyer,0,5
fe272ba,62,Male,Indianapolis,Platinum,140,4500.9,Home Goods,2023-12-08,11.0%,50.0,10,Yes,Highly recommended for quality.,1.0,Loyal,0,5
e43c6ac,28,Male,Seattle,Bronze,3,55.8,Books,2023-06-15,1.2%,5.0,1,No,Website was confusing.,-0.5,Infrequent Buyer,1,1
1b1eb91,50,Female,Denver,Silver,7,120.3,Beauty,2023-07-20,2.5%,8.0,2,Yes,Product wasn't what I expected.,-0.3,Dissatisfied,1,2
82357bd,34,Other,Washington,Bronze,1,25.0,Groceries,2023-04-01,0.8%,2.0,0,No,Bad experience with delivery.,-0.8,One-Time Buyer,1,1
fde5bf6,46,Male,Boston,Gold,10,250.6,Electronics,2023-08-10,3.0%,10.0,3,No,Didn't find enough options.,-0.2,Infrequent Buyer,1,2
17e5001,23,Female,Nashville,Bronze,2,30.5,Apparel,2023-05-05,1.5%,4.0,1,Yes,Returns process was difficult.,-0.6,One-Time Buyer,1,1
acd90e7,59,Male,El Paso,Silver,5,90.0,Home Goods,2023-07-28,2.0%,7.0,2,No,Customer service wasn't helpful.,-0.4,Dissatisfied,1,1
80dcf05,31,Female,Detroit,Bronze,4,75.2,Books,2023-06-22,1.0%,6.0,1,No,Site performance was poor.,-0.5,Infrequent Buyer,1,1
e01534e,65,Other,Oklahoma City,Platinum,8,180.9,Beauty,2023-08-15,3.5%,11.0,3,Yes,Disappointed with the quality.,-0.7,Dissatisfied,1,1
39701e7,26,Male,Portland,Bronze,1,15.0,Groceries,2023-03-10,0.5%,1.0,0,No,Never received my order.,-1.0,One-Time Buyer,1,1
de373f8,49,Female,Las Vegas,Gold,6,100.7,Electronics,2023-07-01,2.8%,9.0,2,Yes,Prices were too high.,-0.3,Infrequent Buyer,1,1
20131d9,38,Male,Memphis,Silver,3,45.0,Apparel,2023-05-18,1.8%,5.0,1,No,Didn't like the selection.,-0.4,Dissatisfied,1,2
abf783a,53,Other,Louisville,Bronze,2,35.9,Home Goods,2023-04-25,0.9%,3.0,0,No,Website crashed often.,-0.6,One-Time Buyer,1,1
7070953,20,Female,Baltimore,Bronze,1,20.0,Books,2023-03-20,0.7%,2.0,0,Yes,Not a good first impression.,-0.8,One-Time Buyer,1,1
4391e06,41,Male,Milwaukee,Silver,5,80.5,Beauty,2023-06-01,2.2%,8.0,1,No,Expected more for the price.,-0.5,Dissatisfied,1,2
